sexo,idade,faixa_etaria,cor_raca,escolaridade,horas_trabalho_por_semana,portador_de_deficiencia,tamanho_da_empresa,tempo_no_emprego,remuneracao,id
1,38,5,8,7,44,0,5,103.3,1976.0,1590989
1,40,6,8,7,44,0,7,2.3,1877.04,511988
2,42,6,8,7,44,0,3,26.2,2004.18,1921128
1,26,4,8,7,44,0,4,105.9,2402.72,1015730
1,33,5,8,6,36,0,9,76.9,1455.97,328545
2,30,5,99,5,40,0,10,123.9,1252.35,1720113
1,32,5,8,9,44,0,5,66.9,3020.67,717005
1,49,6,8,10,44,0,3,67.9,2069.88,751230
2,64,7,99,7,40,0,10,20.6,1530.71,2165264
1,55,7,99,7,30,0,10,359.9,1416.39,1308875
1,22,3,8,7,44,0,4,2.9,1064.76,679907
2,42,6,99,9,30,0,7,178.3,2941.58,2433205
2,52,7,99,9,44,0,6,367.8,2647.1,2011815
1,23,3,8,7,44,0,10,0.7,996.29,575262
1,35,5,9,4,44,0,6,8.5,1110.1,1127908
1,56,7,99,9,40,0,10,224.4,21402.1,154667
2,57,7,8,5,36,0,5,66.9,1086.72,762967
1,33,5,8,7,44,0,6,32.8,1031.18,1532036
2,29,4,8,7,44,0,2,44.6,894.02,1044902
2,41,6,99,9,30,0,10,85.1,1747.82,933578
2,31,5,99,9,30,0,10,10.1,3380.64,930684
1,21,3,8,7,44,0,3,1.6,869.54,1270958
1,39,5,8,2,44,0,8,2.1,1251.72,983947
1,49,6,99,9,30,0,10,43.1,10624.4,738376
2,36,5,99,9,36,0,10,109.9,1540.83,2055429
1,46,6,2,7,44,0,4,44.9,2318.6,1323178
1,27,4,2,7,44,0,5,4.9,2265.43,1349379
1,25,4,2,7,44,0,3,1.8,1391.39,1350402
1,49,6,99,7,40,0,7,165.5,3643.13,1404617
1,64,7,8,7,44,0,5,23.4,1122.49,2269632
1,30,5,8,2,44,0,5,49.7,1274.93,1088945
2,35,5,99,9,35,0,9,213.9,3061.71,2079133
1,32,5,99,9,40,0,7,22.9,5109.44,380491
1,42,6,8,7,44,0,8,20.9,4130.93,2124125
1,26,4,8,3,44,0,4,27.8,1665.99,1116766
2,38,5,99,9,40,0,10,111.3,1604.36,2449761
1,33,5,9,7,36,0,4,20.2,1375.11,353889
2,31,5,9,7,44,0,10,11.7,1384.02,404024
2,32,5,8,7,44,0,9,51.5,1869.88,870160
1,40,6,9,7,44,0,3,11.7,1332.27,617011
1,22,3,8,7,36,0,8,0.6,816.62,1324013
1,22,3,4,7,44,0,5,15.4,1176.39,2249104
1,30,5,8,7,44,0,3,4.1,1178.42,1364951
1,37,5,99,9,40,0,10,57.9,7703.75,2329527
1,46,6,9,7,36,0,2,10.9,1283.39,52973
2,28,4,8,7,44,0,4,55.2,1085.64,1763672
1,57,7,8,7,44,0,8,234.9,12943.99,572845
1,25,4,8,8,44,0,4,3.3,1076.0,2324976
1,51,7,2,7,44,0,8,23.5,3868.71,628497
1,44,6,2,7,44,0,7,118.9,9447.55,596991
2,62,7,99,7,30,0,10,59.9,2057.17,1773938
1,34,5,8,9,44,1,9,1.7,983.23,706025
1,26,4,8,7,44,0,9,0.4,585.45,574173
1,31,5,8,7,44,0,10,43.4,1350.21,680115
2,47,6,8,7,44,0,10,134.9,972.83,794200
1,53,7,8,2,44,1,7,23.4,2660.88,1094995
1,33,5,8,9,44,0,10,12.7,1437.49,740811
1,37,5,8,7,44,0,3,65.9,1699.82,491351
1,65,8,99,2,40,0,7,166.9,1364.37,1089414
2,46,6,99,4,36,0,10,190.9,1633.63,1707605
1,45,6,4,8,36,0,5,147.5,3727.39,1605446
1,34,5,8,7,44,0,8,57.7,2316.06,523573
2,33,5,99,7,30,0,9,145.7,1047.09,813265
1,61,7,99,7,36,0,7,85.9,1095.35,1408446
2,44,6,99,9,40,0,10,247.9,25674.38,2442549
1,21,3,8,7,44,0,6,13.5,1182.14,1322538
1,43,6,8,7,44,0,5,5.9,1775.62,1413204
1,25,4,8,7,44,0,5,18.8,1306.41,680007
2,45,6,99,7,40,0,10,165.1,1185.0,1796036
2,26,4,4,9,44,0,2,35.9,1135.15,2420787
1,33,5,9,7,44,0,8,5.8,4604.04,1547959
1,30,5,8,7,44,0,7,25.8,3008.89,1520735
1,29,4,8,7,44,1,6,111.6,2556.48,1322581
2,44,6,8,7,44,0,4,123.9,1237.95,1923951
1,46,6,8,5,44,0,8,14.6,1296.84,473190
1,60,7,99,6,30,0,10,428.6,5201.69,1232608
1,35,5,99,6,40,0,10,123.5,1754.96,39069
1,20,3,8,6,44,0,2,5.2,1279.23,36774
2,20,3,8,7,20,0,7,11.1,531.23,828089
1,42,6,8,5,44,0,3,3.5,1650.64,1168645
1,28,4,2,7,44,0,4,30.9,2144.71,99849
2,40,6,99,9,20,0,10,211.1,9501.51,2021595
2,24,3,9,7,44,0,3,4.9,1205.47,825941
2,37,5,8,5,44,0,10,109.5,1271.82,2159700
1,28,4,8,7,44,0,7,19.4,1413.01,350802
1,41,6,8,9,1,0,7,190.5,3614.03,1027590
1,37,5,99,7,30,0,10,133.4,3426.33,1313901
2,40,6,99,9,40,0,9,273.9,5946.03,314245
1,26,4,2,7,44,0,2,40.8,1071.59,1446378
2,31,5,8,7,44,0,7,84.4,2606.79,895147
1,53,7,8,7,44,0,7,12.9,4173.87,1546177
1,36,5,8,7,44,0,4,11.9,2857.77,501506
2,50,7,99,7,20,0,10,391.2,1538.6,232782
2,19,3,8,7,44,0,2,2.4,1042.73,2166879
1,62,7,8,7,44,0,5,101.4,1749.08,550821
1,44,6,8,7,44,0,10,116.6,2296.94,615418
1,21,3,2,3,44,0,7,7.8,1408.14,1116638
1,54,7,99,5,25,1,10,416.9,1458.15,323754
2,24,3,8,7,44,0,5,2.9,1037.55,1896853
2,48,6,2,4,44,0,3,118.9,1381.81,179534
1,37,5,99,7,40,0,8,177.0,1576.46,552689
1,47,6,99,7,40,0,10,149.8,1393.62,539197
2,56,7,99,9,20,0,10,185.7,2453.57,294868
1,43,6,2,6,44,0,10,16.7,1554.65,1242702
2,40,6,99,7,4,0,9,208.5,3904.17,823797
1,44,6,2,7,20,0,2,28.9,675.19,585414
1,55,7,2,9,40,0,8,37.7,7281.39,1616624
2,34,5,99,9,40,0,7,17.7,6289.69,431137
1,42,6,8,5,12,1,8,8.9,1198.33,1196582
2,34,5,99,7,40,0,9,105.9,1164.75,819899
1,30,5,8,7,44,0,5,122.5,3266.48,356029
2,54,7,99,7,30,0,10,425.6,4560.79,392964
2,40,6,8,5,44,0,9,59.4,1201.45,2359626
2,38,5,99,9,40,0,10,169.9,6135.12,2441852
2,43,6,9,8,6,0,7,11.4,490.15,1959372
2,33,5,8,7,44,0,3,3.3,1061.16,2382979
2,35,5,99,9,40,0,10,76.7,4594.04,2001429
2,38,5,99,9,20,0,10,39.2,4753.83,2025702
2,29,4,99,8,30,0,10,133.4,3997.72,1957615
2,31,5,2,7,44,0,4,1.9,1098.65,779617
1,28,4,8,8,44,0,10,18.9,1703.69,365248
2,37,5,8,5,44,0,10,16.8,1109.52,1733967
1,28,4,2,7,42,0,4,0.5,711.52,98426
2,44,6,8,9,44,0,8,40.9,16379.74,931912
1,52,7,8,7,44,0,2,18.9,1072.14,1386264
1,36,5,2,4,44,0,9,67.3,1467.03,1126253
1,18,3,2,7,44,0,10,0.9,1183.78,120016
2,42,6,99,7,30,0,10,59.9,2527.81,1784112
1,48,6,99,7,30,0,10,323.9,9277.17,523765
2,25,4,2,6,44,0,2,68.9,1377.11,186859
2,66,8,99,9,30,0,9,549.4,8759.21,2035370
1,38,5,99,7,30,0,10,143.8,1454.83,1485263
2,48,6,99,9,40,0,10,123.1,2569.73,281209
1,45,6,8,7,44,0,5,39.4,2158.49,2277429
2,37,5,99,9,24,0,10,43.9,8449.18,936996
1,26,4,8,7,40,0,10,11.7,1251.39,1299545
2,23,3,2,7,40,0,4,7.8,1562.05,865423
2,24,3,8,7,44,0,4,5.6,1272.46,1937768
1,39,5,99,9,34,0,10,165.0,3365.82,1615185
2,47,6,8,11,6,0,7,146.9,2122.53,981666
2,39,5,99,9,30,0,10,179.8,12478.9,925214
2,61,7,99,9,30,0,10,356.9,3332.56,2024174
2,62,7,99,5,40,0,10,199.9,1343.14,1033006
2,47,6,99,9,30,0,10,9.9,3317.02,931581
2,60,7,99,9,40,0,10,86.1,12288.05,2423921
1,41,6,8,5,44,0,3,13.9,1489.67,1176580
1,40,6,8,9,44,0,9,225.9,9125.25,1668362
2,50,7,99,5,30,0,10,152.0,2886.07,1725442
1,41,6,8,7,44,0,10,148.3,9909.51,679145
2,39,5,99,9,40,0,10,73.8,7293.43,287605
1,52,7,8,7,44,0,7,12.9,3144.48,1016875
1,36,5,9,7,44,0,8,84.4,3454.26,119878
1,42,6,8,7,44,0,4,69.9,1735.15,2307649
1,32,5,8,7,40,0,7,32.8,6947.65,140718
1,31,5,99,7,30,0,10,30.8,2107.59,586902
2,35,5,8,7,44,0,4,100.4,4081.58,797028
1,35,5,8,5,21,0,10,85.9,901.59,1171492
2,48,6,99,9,40,0,10,130.2,1577.85,2448464
1,49,6,99,9,40,0,10,215.9,8345.72,1022539
1,33,5,8,7,44,0,10,10.8,1898.77,1304780
1,35,5,99,7,30,0,10,139.4,4041.24,1442289
2,34,5,99,7,40,0,10,70.2,2059.23,2376518
1,24,3,2,7,44,0,8,43.2,1947.23,1578904
1,42,6,8,6,42,0,10,1.9,1800.91,1248732
1,36,5,99,7,30,0,10,97.2,3144.71,530650
1,42,6,99,9,20,0,9,43.9,1512.16,1638637
2,26,4,8,7,36,0,4,0.9,1602.68,2179323
1,58,7,9,1,44,0,8,18.8,1403.81,1078253
1,36,5,99,6,36,0,7,165.9,1105.92,1245879
2,41,6,8,7,40,0,10,3.3,881.61,821709
1,32,5,9,7,44,0,3,15.8,1263.9,1016513
2,43,6,8,6,44,0,4,72.9,1002.65,2161709
2,42,6,8,6,44,0,5,95.9,1637.37,187401
1,21,3,8,5,43,0,8,7.4,1177.0,1207355
2,58,7,99,9,44,0,10,136.9,2099.15,1988052
2,72,8,99,7,40,0,8,401.8,5102.67,1895619
2,23,3,8,7,38,0,10,14.9,2576.82,1928526
2,40,6,2,6,44,0,5,66.9,1260.08,1749674
1,28,4,8,7,36,0,2,10.9,1108.24,2263845
2,45,6,99,9,20,0,10,148.3,2790.28,2044443
1,23,3,8,7,44,0,8,0.9,1192.75,1008253
2,38,5,8,7,44,0,4,62.9,1444.92,1760974
2,40,6,99,9,40,0,10,221.8,5708.42,2450743
1,22,3,9,7,44,0,2,1.4,868.16,73707
1,39,5,99,7,30,0,10,180.0,3924.17,1314254
1,45,6,8,5,44,0,5,104.9,3028.94,1174589
2,35,5,8,7,44,0,8,30.5,1470.53,1785040
1,31,5,99,7,40,0,10,110.8,2304.53,1334297
2,46,6,99,9,40,0,9,177.5,3497.02,285368
1,67,8,99,6,44,0,8,154.7,1414.02,1241578
1,32,5,4,7,44,0,6,100.5,3059.34,2120086
1,37,5,8,7,44,0,6,2.2,2143.2,2302414
1,46,6,4,4,44,0,5,21.9,1190.97,1136622
2,32,5,8,9,44,0,6,2.5,1212.28,2061172
2,45,6,2,7,44,0,4,11.8,1257.09,2178908
1,20,3,2,7,44,0,7,2.5,920.6,1358807
2,45,6,99,9,40,0,9,165.5,3002.28,2012950
1,39,5,8,7,44,0,2,7.9,1287.05,1547571
1,49,6,2,7,44,0,3,108.9,2055.15,544243
1,47,6,99,7,20,0,9,116.3,2290.04,577377
1,57,7,8,6,40,0,10,29.5,1304.53,1227599
2,27,4,8,9,36,0,6,23.9,2804.17,963417
2,30,5,99,9,36,0,10,22.9,5826.68,2208519
1,39,5,99,9,40,0,8,21.9,6273.46,375608
2,53,7,99,9,30,0,10,153.9,13720.16,2008341
1,42,6,2,9,44,0,6,10.6,2812.86,1020160
1,46,6,8,9,15,0,9,54.9,4015.06,1025761
1,30,5,8,7,44,0,5,37.9,1265.25,1592248
1,22,3,9,4,44,0,4,9.3,1430.65,19160
1,26,4,9,7,44,0,3,38.7,1505.06,1486550
2,30,5,8,7,44,0,4,58.9,1240.69,1772736
1,50,7,8,7,44,0,4,81.0,1229.95,2129160
2,50,7,99,9,20,0,10,188.4,7377.38,2079756
1,62,7,99,4,40,0,10,302.9,1360.92,1119706
1,28,4,8,6,44,0,8,1.4,1105.16,484182
1,32,5,9,9,44,0,2,102.9,2934.39,379587
1,27,4,9,7,44,0,3,1.2,1583.88,1006276
1,40,6,8,5,44,0,5,26.2,2201.06,2228917
1,42,6,8,7,44,0,9,14.6,4840.73,1570731
1,29,4,8,7,44,0,3,12.4,1246.11,1585042
1,21,3,8,7,44,0,9,17.6,1202.57,122531
1,39,5,8,7,43,0,9,19.6,1566.59,608896
2,52,7,99,5,30,0,10,121.1,1213.46,1720577
1,48,6,99,7,40,0,9,109.7,2527.41,1434172
1,23,3,2,8,44,0,7,0.9,1861.06,147035
2,29,4,99,9,44,0,7,7.3,16505.45,434236
1,51,7,2,9,0,0,6,5.6,12824.37,1670893
1,42,6,4,2,44,0,3,178.9,2345.11,2214447
1,55,7,99,7,30,0,10,371.6,20000.24,539299
1,31,5,99,5,40,0,9,153.9,2995.8,988379
1,48,6,99,5,40,0,10,161.9,1187.28,1168943
2,33,5,8,7,44,0,7,30.8,1371.77,866783
1,41,6,8,7,44,0,3,15.9,1546.11,2251315
2,17,2,8,6,28,0,7,1.8,479.18,1743021
2,39,5,99,9,20,0,10,124.8,7356.41,2001212
2,59,7,99,9,40,0,10,334.9,1159.18,2450696
1,47,6,99,4,30,0,5,36.9,1666.24,1120235
1,37,5,8,9,44,0,5,25.7,4658.86,1608398
2,40,6,99,7,30,0,10,174.0,1709.12,820571
1,40,6,2,7,44,0,2,204.9,1842.9,89378
1,59,7,8,7,44,0,8,43.9,1471.89,507269
2,48,6,99,9,30,0,10,343.5,4846.6,422175
2,32,5,8,9,44,0,5,94.9,4386.33,1059015
2,52,7,99,7,40,0,7,160.8,1143.12,2413953
1,34,5,8,5,44,0,6,3.7,1027.71,1189235
1,43,6,8,4,44,0,3,115.7,1573.14,1153143
2,39,5,9,7,44,0,3,170.9,1067.37,845044
2,23,3,9,7,44,0,2,1.9,1368.13,218544
2,23,3,8,7,44,0,8,2.1,1215.09,862613
2,33,5,9,7,44,0,7,19.3,1182.96,213767
2,35,5,8,7,44,0,3,70.6,1379.2,2385596
2,55,7,99,7,40,0,10,114.9,2192.39,1953735
2,43,6,99,9,30,0,10,77.0,31446.5,2016023
1,41,6,8,7,44,0,5,4.8,2902.54,489390
1,33,5,99,7,40,0,10,9.6,1023.38,561195
1,52,7,8,7,44,0,9,54.3,1892.83,523422
2,35,5,2,9,36,0,7,19.8,4126.22,910019
1,56,7,8,9,0,0,2,442.8,8410.39,737739
1,29,4,8,7,44,0,7,88.2,1699.67,2127815
2,62,7,99,2,40,0,10,387.9,4393.71,1694549
1,49,6,8,6,38,0,3,30.9,1968.43,1224902
2,48,6,99,7,30,0,10,274.9,7127.04,1781079
1,23,3,8,8,44,0,9,4.4,944.46,689452
1,41,6,99,7,40,0,10,178.9,3843.19,2259612
2,48,6,99,9,40,0,9,165.3,5272.43,2067811
1,42,6,99,7,44,0,10,9.9,6132.38,61945
2,58,7,99,9,27,0,10,154.9,3722.73,2007340
1,29,4,8,2,44,0,3,5.9,1040.76,2211914
1,34,5,2,7,44,0,8,57.9,1616.07,1482116
1,44,6,8,2,44,0,3,4.9,2102.15,2213034
2,37,5,2,9,44,0,4,84.9,1344.68,2440796
2,25,4,8,7,44,0,4,42.9,2122.01,1896689
1,48,6,99,11,40,0,10,172.9,26481.08,1692060
2,45,6,99,9,30,0,10,165.1,6309.22,2044529
2,30,5,9,7,44,0,3,13.1,1272.09,1760951
1,35,5,8,7,40,0,10,118.9,3232.92,1520012
2,41,6,99,9,44,0,10,225.5,3237.94,435917
1,41,6,99,9,30,0,10,147.9,18394.02,1639636
2,33,5,99,9,40,0,10,94.8,4307.19,1990823
1,48,6,9,7,44,0,9,197.9,4345.59,343269
1,36,5,8,7,44,0,8,48.8,1410.6,1327413
1,38,5,99,7,30,0,10,181.9,8481.76,519004
1,30,5,9,7,44,0,2,40.9,1448.88,2276429
1,58,7,8,7,0,0,5,215.9,4418.67,1335262
1,48,6,8,7,44,0,6,22.9,2213.35,107046
1,46,6,8,7,42,0,10,0.5,977.84,1462143
2,28,4,99,9,40,0,10,83.1,5291.32,2194804
1,38,5,99,9,30,0,10,10.3,5862.57,715877
1,36,5,8,7,44,0,8,61.2,2057.9,668583
2,40,6,2,9,44,0,7,169.8,10405.53,968005
1,44,6,8,5,44,0,9,84.7,1758.87,1196562
1,23,3,8,7,44,0,8,27.9,1236.45,662370
1,32,5,99,7,40,0,9,44.9,1249.05,551057
1,30,5,9,7,44,0,7,11.0,2248.21,114967
2,36,5,8,9,40,0,6,38.7,3171.11,978879
1,28,4,2,7,44,0,6,49.9,1148.32,2244695
2,54,7,9,5,36,0,6,8.9,1625.86,180969
2,35,5,8,7,44,0,6,83.9,3469.89,1056321
2,33,5,99,10,40,0,10,44.6,6670.96,2459292
1,47,6,2,7,44,0,10,13.8,1560.34,1568506
2,34,5,8,3,44,0,2,16.9,849.3,175916
1,21,3,8,6,44,0,8,5.0,1476.27,35190
1,50,7,99,7,30,0,10,155.9,2928.2,1337242
1,56,7,8,7,44,0,6,189.9,4867.59,1437344
2,42,6,99,9,40,0,7,195.0,3874.24,2426206
1,20,3,4,7,44,0,4,1.1,1155.57,133686
1,51,7,99,9,40,0,8,392.9,5905.59,1027318
1,26,4,8,7,44,0,8,20.5,1573.57,1580943
2,21,3,8,7,44,0,6,1.9,1605.03,250624
1,33,5,99,7,32,0,9,37.3,2083.49,130542
1,34,5,8,7,44,0,2,146.9,1437.51,2110562
1,24,3,9,7,44,0,5,35.1,1432.75,362181
2,59,7,8,2,44,0,4,77.9,1296.72,1695708
1,37,5,9,7,43,0,6,18.3,1506.59,497422
1,41,6,8,9,44,0,9,1.4,3372.89,703784
2,36,5,99,9,40,0,7,82.9,2555.95,293303
2,21,3,8,7,44,0,7,3.9,1218.18,841293
2,43,6,99,9,36,0,10,177.9,4144.86,1972882
1,21,3,9,7,36,0,6,0.9,1158.92,516409
1,24,3,9,9,40,0,9,0.9,2118.13,2346592
1,30,5,8,6,44,0,9,115.9,3318.26,1258565
1,35,5,8,4,44,0,10,7.3,2463.69,1141107
2,26,4,99,7,40,0,10,1.9,1133.21,1770073
1,54,7,9,7,44,0,9,13.8,1405.04,2109110
1,53,7,9,7,44,0,9,52.9,1551.7,531430
2,64,7,99,7,44,0,5,47.9,1048.31,783166
2,41,6,8,7,44,0,8,3.9,1704.12,1834679
1,21,3,8,7,44,0,7,16.8,1773.36,560898
2,36,5,8,9,6,0,6,16.8,1366.43,2207724
2,57,7,8,6,44,0,2,19.9,936.33,388043
1,48,6,99,9,30,0,10,145.3,3833.36,1627504
2,43,6,99,9,40,0,10,97.1,2106.88,2056534
2,34,5,99,7,30,0,10,78.0,3227.16,392802
1,35,5,8,7,44,0,10,9.1,2587.98,1559867
2,30,5,99,9,40,0,5,19.7,1072.66,418555
2,57,7,8,9,18,0,5,106.9,1287.19,1997798
2,30,5,8,7,36,0,3,5.1,1242.5,252132
1,59,7,99,7,40,0,10,448.4,3120.1,97453
1,45,6,99,9,30,0,10,29.6,12631.71,717804
2,27,4,99,7,40,0,8,101.6,1156.01,2173341
1,26,4,4,7,40,0,10,22.5,2284.07,1521795
1,34,5,99,7,30,0,10,129.0,7889.71,1373764
2,69,8,99,7,30,0,10,414.4,2600.1,1808768
2,49,6,8,7,44,0,4,20.9,1126.32,200278
1,66,8,99,5,40,0,10,228.4,2201.35,26930
1,54,7,99,9,40,0,10,197.3,8601.72,1023506
1,21,3,8,6,44,0,8,5.7,1467.45,1236493
1,36,5,8,7,44,0,6,115.9,3858.86,135819
1,41,6,8,7,44,0,9,216.3,2768.98,619424
2,27,4,8,7,36,0,8,5.8,1741.09,1948770
2,53,7,8,7,44,0,7,107.8,16684.53,1804790
1,36,5,8,6,44,0,6,19.7,2014.83,488258
2,43,6,8,7,44,0,7,2.3,1399.89,834336
1,26,4,8,7,44,0,5,20.9,1372.98,2114995
1,31,5,9,7,44,0,6,7.1,1750.48,1583801
1,37,5,9,11,11,0,7,76.4,6499.53,382913
1,35,5,99,8,30,0,9,161.9,13192.58,692102
2,28,4,8,7,33,0,6,19.9,1270.77,1845133
1,41,6,8,5,44,0,6,7.9,1525.73,1204274
1,37,5,8,7,44,0,10,71.3,2446.91,2317402
2,50,7,8,7,44,0,9,103.8,1410.68,879449
1,39,5,8,7,44,0,9,0.9,4585.64,652547
2,40,6,99,5,44,0,10,115.1,1598.14,1728464
1,30,5,8,7,44,0,10,2.3,1503.0,631449
2,26,4,8,7,44,0,4,22.1,1503.85,262628
1,53,7,99,7,40,0,10,275.0,27971.19,2277889
1,21,3,8,7,44,0,9,7.4,1558.82,661360
1,27,4,8,7,44,0,7,6.8,1896.95,1590418
1,31,5,2,7,44,0,7,57.9,3593.27,118920
1,35,5,99,5,30,0,10,180.6,1438.48,1168635
2,34,5,8,9,40,0,5,113.5,4435.72,2088656
2,27,4,2,7,44,0,6,19.0,1788.45,265397
1,51,7,8,4,44,0,3,6.3,2057.97,18197
2,36,5,99,9,30,0,8,114.3,2121.76,2001839
1,41,6,99,9,30,0,10,148.6,7673.02,737593
1,52,7,8,7,44,0,5,101.9,1480.28,497610
2,32,5,8,7,36,0,9,63.4,1048.49,397726
1,45,6,99,2,30,0,10,189.9,2107.72,1102385
2,40,6,99,7,40,0,10,213.3,742.25,786044
2,55,7,99,9,30,0,10,130.9,10946.63,427876
2,18,3,8,7,44,0,4,1.3,890.95,2385087
1,39,5,8,8,44,0,8,35.4,7688.65,693929
1,52,7,99,9,40,0,10,126.6,3029.44,150254
1,71,8,99,7,30,0,9,425.6,4082.61,1336254
1,43,6,99,7,30,0,10,190.9,8250.87,539706
1,54,7,99,7,40,0,8,369.5,10002.27,2109378
1,55,7,99,9,40,0,10,32.1,3000.02,2149866
1,44,6,8,7,44,0,9,0.6,1088.29,1531653
1,47,6,8,7,44,0,10,21.6,5212.21,1453141
2,62,7,8,7,44,0,4,11.9,1126.72,870267
2,42,6,99,9,40,0,7,166.9,3290.26,2053606
1,27,4,99,7,30,0,10,104.9,18108.45,518579
2,36,5,99,7,36,0,10,95.9,1363.51,1906157
1,52,7,99,7,44,0,10,155.2,3409.66,1334475
2,33,5,6,7,44,0,3,18.9,1281.65,1799717
1,41,6,8,7,44,0,8,20.9,2426.42,2120338
2,38,5,8,7,44,0,4,92.9,1512.74,863521
1,33,5,2,7,44,0,2,3.5,1927.58,2258512
1,25,4,8,7,44,0,5,38.5,1759.82,567881
1,42,6,8,9,44,0,3,4.8,1639.05,1652698
2,41,6,99,7,44,0,10,157.9,2107.86,2163519
1,31,5,2,7,44,0,6,20.7,1160.77,668782
2,24,3,9,7,44,0,5,1.6,1040.07,403823
2,28,4,8,7,44,0,4,74.8,1472.18,2365847
1,27,4,8,7,44,0,10,24.9,2112.37,1469411
1,60,7,2,2,44,0,4,252.9,1537.23,1101995
1,37,5,8,7,44,0,9,3.9,1366.91,566169
2,39,5,8,7,44,0,6,16.9,1079.41,1848393
2,34,5,8,8,44,0,2,86.9,1833.62,2418355
1,33,5,9,7,44,0,2,8.0,1115.54,83018
1,30,5,8,9,44,0,4,10.5,4053.67,1667687
1,35,5,99,9,30,0,10,68.0,2540.93,722658
1,45,6,99,7,30,0,10,177.9,2716.26,1273611
2,45,6,99,7,44,0,10,194.3,3547.76,2164664
1,61,7,8,5,44,0,2,94.5,1060.19,1187082
2,29,4,8,7,44,0,2,89.4,1232.73,1756186
2,40,6,8,7,44,0,2,25.9,1103.55,1050251
1,36,5,8,6,44,0,4,53.9,1980.4,2103019
1,31,5,8,7,44,0,2,55.6,2806.57,1427545
2,38,5,8,7,36,0,5,72.4,1911.08,889834
1,68,8,99,9,30,0,10,344.2,36859.68,1642591
1,41,6,99,7,30,0,10,182.6,3944.42,1288319
1,69,8,99,8,40,0,10,112.8,2121.29,1594982
1,56,7,8,5,44,0,6,49.3,1334.33,1198774
2,38,5,99,9,30,0,9,13.8,28850.0,922135
1,54,7,8,7,44,0,7,45.2,1688.51,1363816
2,48,6,99,9,20,0,10,194.4,6155.56,2032068
1,49,6,99,9,30,0,10,145.1,5217.83,1635165
2,52,7,8,7,44,0,3,33.7,1083.5,247335
1,47,6,99,7,36,0,9,178.5,1813.5,1308898
1,29,4,99,9,44,0,5,113.1,1543.09,1687955
2,30,5,8,7,44,0,4,64.3,2134.12,1955411
1,25,4,8,7,44,0,4,68.9,1338.16,113784
2,35,5,8,9,44,0,7,20.9,4300.42,972478
2,33,5,9,7,44,0,6,15.9,1270.6,267816
1,49,6,99,7,30,0,10,324.9,8144.35,336976
2,38,5,2,7,44,0,3,69.4,1264.96,776880
2,33,5,8,7,44,0,2,26.9,1052.37,1953137
1,28,4,9,7,44,0,2,51.9,1507.88,1326683
2,64,7,99,7,40,0,10,411.9,4954.15,1047395
1,25,4,9,8,44,0,4,20.7,505.26,1599553
1,25,4,8,7,44,0,10,14.7,2015.46,668682
2,34,5,99,7,36,0,10,178.9,1598.35,1801211
2,66,8,99,9,30,0,8,445.9,1891.8,1977535
1,35,5,99,7,30,0,10,59.9,840.76,1294366
2,48,6,8,9,44,0,6,9.9,3364.83,2034050
2,36,5,99,9,20,0,10,71.3,5080.28,2047096
2,40,6,8,7,44,0,2,25.9,1218.87,1053082
2,34,5,8,9,44,0,5,104.6,2887.04,2080746
1,34,5,8,7,44,0,8,20.7,3025.82,2301561
1,33,5,2,9,0,0,8,74.3,15998.24,158936
1,32,5,4,5,44,0,2,35.9,1296.36,1214509
1,46,6,99,7,30,0,10,314.9,4778.05,1283497
2,35,5,9,7,44,0,7,10.6,1723.56,409494
2,61,7,99,5,30,0,10,246.0,1573.55,763596
1,31,5,8,7,44,0,7,14.4,1931.34,1563227
2,22,3,9,7,44,0,2,13.4,1036.51,1827908
1,31,5,8,7,44,0,7,8.2,1124.75,2128252
1,22,3,8,7,44,0,6,11.9,948.72,2284422
1,34,5,2,6,44,0,4,64.4,3953.91,329308
1,33,5,99,10,40,0,8,1.1,9918.94,1691454
2,59,7,99,9,20,0,10,213.9,2879.09,934875
1,59,7,9,7,44,0,5,0.3,578.33,562643
1,26,4,8,7,44,0,4,34.5,2327.99,1459261
1,47,6,99,7,30,0,10,278.9,9076.76,519553
1,21,3,9,7,44,0,5,0.2,320.27,543575
1,29,4,8,7,44,0,8,4.5,1290.23,672601
1,19,3,8,6,44,0,7,3.6,1159.51,2242990
1,59,7,8,6,36,0,3,67.8,1576.21,1250177
2,43,6,2,7,44,0,3,64.9,2113.66,1926086
2,31,5,99,7,40,0,5,72.4,4115.21,2402418
1,19,3,8,5,44,0,6,15.8,1701.44,30356
2,32,5,2,9,44,0,4,150.7,11686.85,295009
1,35,5,99,7,30,0,10,78.5,6037.02,336884
2,34,5,99,9,30,0,10,3.9,2089.72,947247
1,28,4,8,7,44,1,7,28.5,1106.87,2126845
1,36,5,8,9,8,0,5,40.8,1179.05,1645685
1,59,7,99,9,30,0,10,350.6,15982.3,723206
2,42,6,8,7,44,0,10,4.9,1018.29,1874177
1,23,3,9,7,44,0,3,3.8,1178.41,84746
1,34,5,8,7,44,0,6,2.7,1337.29,1008653
2,51,7,8,7,44,0,8,53.6,1544.97,868431
2,24,3,2,6,44,0,4,0.9,1211.72,1743599
1,54,7,9,7,44,0,2,15.6,1087.0,341286
1,32,5,8,7,0,0,5,32.4,1599.01,2249353
2,61,7,99,7,40,0,10,165.9,1470.27,1813874
2,41,6,8,3,44,0,9,80.9,1180.47,755520
